order_id,customer_email,amount,currency,shipping_date,status
E20860,priya.876@example.com,372.96,usd,2025-04-15,Processing
E20861,vivaan.282@example.com,713.87,usd,2025-06-25,Shipped
E20862,sara.87@example.com,244.3,Usd,2025-08-30,Cancelled
E20863,sophia.699@example.com,741.44,Usd,2025-04-08,Processing
E20864,emma.199@example.com,718.28,Usd,2025-07-01,Shipped
E20865,noah.195@example.com,370.04,INR,2025-05-10,Cancelled
E20866,sara.928@example.com,845.99,Usd,2025-06-27,Shipped
E20867,sophia.750@example.com,438.46,USD,2025-03-16,Processing
E20868,neha.908@example.com,876.66,usd,2025-05-30,Delivered
E20869,arjun.349@example.com,625.42,EUR,2025-06-26,Delivered
E20870,arjun.591@example.com,294.81,EUR,2025-03-01,Delivered
E20871,noah.373@example.com,264.08,usd,2025-08-27,Delivered
E20872,priya.770@example.com,59.83,usd,,Cancelled
E20873,mateo.742@example.com,46.83,USD,2025-04-21,Delivered
E20874,mateo.592@example.com,615.46,EUR,2025-06-28,Processing
E20875,olivia.739@example.com,434.87,USD,2025-06-21,Delivered
E20876,noah.295@example.com,793.81,Usd,2025-08-28,Cancelled
E20877,emma.558@example.com,397.98,usd,2025-09-06,Processing
E20878,aarav.721@example.com,372.34,INR,2025-04-15,Cancelled
E20879,arjun.617@example.com,514.68,Usd,2025-03-07,Processing
E20880,kabir.903@example.com,462.99,USD,2025-07-03,Cancelled
E20881,liam.158@example.com,360.89,usd,2025-06-21,Delivered
E20882,rohan.992@example.com,665.73,INR,2025-05-03,Delivered
E20883,emma.235@example.com,578.11,usd,2025-07-26,Delivered
E20884,emma.657@example.com,461.7,EUR,2025-05-09,Cancelled
E20885,james.452@example.com,305.24,USD,,Cancelled
E20886,vivaan.156@example.com,890.0,Usd,2025-04-10,Delivered
E20887,kabir.312@example.com,187.73,Usd,2025-03-06,Cancelled
E20888,ananya.289@example.com,817.7,INR,2025-08-29,Processing
E20889,rohan.990@example.com,598.5,usd,2025-06-09,Delivered
E20890,james.901@example.com,235.34,Usd,2025-06-29,Shipped
E20891,noah.700@example.com,779.3,usd,2025-09-14,Delivered
E20892,emma.114@example.com,391.6,EUR,2025-06-20,Cancelled
E20893,ananya.71@example.com,261.41,USD,2025-05-23,Shipped
E20894,mateo.940@example.com,573.26,INR,2025-04-10,Delivered
E20895,sara.457@example.com,776.88,Usd,2025-05-11,Shipped
E20896,ishaan.904@example.com,205.18,usd,2025-07-07,Cancelled
E20897,ishaan.996@example.com,422.39,USD,2025-06-02,Delivered
E20898,priya.194@example.com,878.52,Usd,2025-03-09,Processing
E20899,emma.8@example.com,205.79,USD,2025-04-27,Cancelled
E20900,james.848@example.com,726.78,Usd,2025-09-10,Cancelled
E20901,olivia.126@example.com,324.42,INR,2025-04-04,Cancelled
E20902,rohan.230@example.com,287.2,USD,2025-06-21,Delivered
E20903,sophia.488@example.com,316.26,INR,2025-07-06,Delivered
E20904,neha.657@example.com,867.8,usd,2025-08-07,Processing
E20905,ananya.625@example.com,508.11,Usd,2025-07-05,Processing
E20906,priya.517@example.com,87.89,usd,2025-05-27,Cancelled
E20907,rohan.776@example.com,160.13,INR,2025-07-22,Cancelled
E20908,sophia.129@example.com,139.67,EUR,2025-05-03,Processing
E20909,neha.820@example.com,27.34,EUR,2025-08-13,Shipped
E20910,ishaan.904@example.com,600.63,USD,,Delivered
E20911,liam.973@example.com,721.3,Usd,2025-09-10,Cancelled
E20912,karan.622@example.com,857.15,USD,2025-07-28,Shipped
E20913,noah.373@example.com,790.36,INR,2025-07-29,Processing
E20914,meera.651@example.com,64.89,usd,2025-06-25,Shipped
E20915,priya.115@example.com,689.88,INR,2025-05-25,Delivered
E20916,james.690@example.com,64.19,EUR,2025-06-17,Shipped
E20917,rohan.7@example.com,181.64,INR,2025-06-15,Delivered
E20918,james.395@example.com,253.12,EUR,2025-03-20,Processing
E20919,olivia.914@example.com,844.97,EUR,2025-09-14,Processing
E20920,rohan.383@example.com,140.3,usd,2025-04-02,Processing
E20921,kabir.34@example.com,407.44,Usd,2025-03-25,Delivered
E20922,rohan.195@example.com,246.45,USD,2025-04-12,Cancelled
E20923,neha.208@example.com,555.8,Usd,2025-05-09,Delivered
E20924,kabir.34@example.com,756.86,Usd,2025-08-16,Processing
E20925,emma.512@example.com,405.46,INR,2025-07-20,Delivered
E20926,sara.384@example.com,805.35,Usd,2025-03-29,Cancelled
E20927,arjun.828@example.com,833.73,usd,2025-03-03,Delivered
E20928,meera.668@example.com,767.25,INR,2025-07-10,Delivered
E20929,vivaan.751@example.com,,Usd,,Delivered
E20930,karan.92@example.com,19.39,usd,2025-05-12,Delivered
E20931,mateo.5@example.com,894.6,Usd,2025-09-06,Delivered
E20932,karan.622@example.com,650.93,USD,2025-05-26,Cancelled
E20933,noah.2@example.com,203.11,Usd,2025-09-01,Cancelled
E20934,karan.625@example.com,533.32,usd,2025-03-28,Shipped
E20935,ananya.995@example.com,92.01,EUR,2025-07-24,Processing
E20936,liam.409@example.com,24.73,usd,2025-08-10,Delivered
E20937,noah.359@example.com,821.77,INR,2025-06-19,Cancelled
E20938,sophia.260@example.com,699.32,usd,2025-07-08,Delivered
E20939,olivia.914@example.com,636.56,INR,2025-07-23,Shipped
E20940,james.395@example.com,700.71,USD,2025-06-26,Processing
E20941,liam.110@example.com,460.78,Usd,2025-09-17,Processing
E20942,priya.876@example.com,811.8,INR,2025-08-01,Delivered
E20943,noah.185@example.com,352.97,Usd,2025-04-08,Delivered
E20944,priya.269@example.com,205.56,INR,2025-09-07,Cancelled
E20945,arjun.315@example.com,378.44,INR,2025-07-05,Delivered
E20946,sara.921@example.com,380.51,INR,2025-07-04,Delivered
E20947,diya.108@example.com,25.32,Usd,2025-08-07,Processing
E20948,priya.766@example.com,276.37,Usd,2025-07-24,Cancelled
E20949,diya.117@example.com,586.07,EUR,2025-05-09,Processing
E20950,sophia.436@example.com,477.89,usd,2025-09-02,Processing
E20951,aarav.602@example.com,715.9,usd,2025-09-13,Shipped
E20952,diya.995@example.com,25.56,usd,2025-05-09,Cancelled
E20953,ishaan.985@example.com,232.93,usd,2025-06-14,Delivered
E20954,priya.461@example.com,604.2,Usd,2025-06-02,Processing
E20955,kabir.737@example.com,229.91,Usd,2025-06-10,Delivered
E20956,kabir.152@example.com,672.55,INR,2025-07-08,Shipped
E20957,karan.608@example.com,224.63,USD,2025-07-11,Shipped
E20958,liam.216@example.com,247.81,INR,2025-04-06,Cancelled
E20959,sophia.452@example.com,479.71,Usd,2025-07-18,Delivered
E20960,emma.580@example.com,158.93,EUR,2025-08-04,Cancelled
E20961,ananya.333@example.com,345.9,usd,2025-04-15,Processing
E20962,ishaan.998@example.com,824.25,EUR,2025-04-06,Cancelled
E20963,neha.102@example.com,621.06,usd,2025-05-01,Cancelled
E20964,ananya.20@example.com,216.18,usd,,Processing
E20965,emma.749@example.com,815.67,USD,2025-07-15,Shipped
E20966,liam.628@example.com,666.88,INR,2025-05-26,Cancelled
E20967,meera.994@example.com,739.97,USD,2025-04-11,Shipped
E20968,rohan.550@example.com,,EUR,,Delivered
E20969,ananya.694@example.com,875.98,EUR,2025-04-03,Processing
E20970,neha.916@example.com,781.45,USD,2025-04-04,Cancelled
E20971,meera.245@example.com,,INR,,Cancelled
E20972,diya.608@example.com,700.37,usd,2025-05-11,Delivered
E20973,ananya.452@example.com,257.28,usd,2025-08-07,Delivered
E20974,mateo.113@example.com,669.97,usd,2025-05-01,Delivered
E20975,priya.499@example.com,390.91,EUR,2025-06-28,Delivered
E20976,liam.277@example.com,382.72,EUR,2025-09-07,Processing
E20977,emma.719@example.com,436.45,usd,2025-09-09,Delivered
E20978,emma.114@example.com,834.41,USD,2025-08-17,Delivered
E20979,emma.764@example.com,6.38,usd,2025-07-09,Processing
E20980,emma.512@example.com,668.8,Usd,2025-04-14,Cancelled
E20981,emma.965@example.com,714.16,Usd,2025-06-23,Cancelled
E20982,ananya.13@example.com,430.73,Usd,2025-09-09,Processing
E20983,arjun.836@example.com,203.41,INR,2025-04-06,Shipped
E20984,olivia.33@example.com,194.51,usd,2025-08-05,Shipped
E20985,priya.95@example.com,240.99,INR,2025-09-12,Cancelled
E20986,sara.76@example.com,408.66,usd,2025-06-25,Cancelled
E20987,sara.315@example.com,329.09,INR,2025-03-13,Shipped
E20988,rohan.195@example.com,594.24,Usd,2025-07-13,Processing
E20989,diya.28@example.com,88.44,INR,2025-07-13,Processing
E20990,ananya.337@example.com,895.78,usd,2025-08-30,Cancelled
E20991,aarav.602@example.com,480.46,Usd,2025-06-10,Cancelled
E20992,mateo.824@example.com,749.81,INR,2025-04-15,Delivered
E20993,diya.552@example.com,674.53,INR,2025-06-27,Processing
E20994,james.996@example.com,565.14,Usd,2025-09-14,Shipped
E20995,liam.216@example.com,598.73,Usd,,Cancelled
E20996,liam.350@example.com,429.95,EUR,2025-07-26,Shipped
E20997,kabir.312@example.com,532.82,Usd,2025-05-27,Shipped
E20998,sara.921@example.com,582.47,USD,2025-04-08,Processing
E20999,liam.989@example.com,369.54,EUR,2025-08-30,Cancelled
