account_id,customer_name,iban,balance,age,account_type,opened_date,branch
ACC5593,Liam Reddy,INVALID-IBAN-000,4251.4,-5,Checking,2016-02-16,
ACC5594,Diya Mehta,GB08779724792542218834,,59,Savings,2021-08-16,Mumbai
ACC5595,Aarav Mehta,GB77067693332998651590,7879.42,77,savings,2025-10-07,Chennai
ACC5596,James Patel,GB58588382567262084672,32752.34,39,savings,2018-06-03,Mumbai
ACC5597,Liam Reddy,GB96282225018256247286,9029.5,50,Checking,2022-03-31,Bengaluru
ACC5598,Ananya Johnson,GB34149929009662702660,12744.95,61,Savings,2025-10-18,
ACC5599,Olivia Kumar,GB17400391019335389222,14542.87,77,Savings,2015-12-22,
ACC5600,Rohan Singh,GB06082770564616076264,,85,savings,2015-02-12,Bengaluru
ACC5601,Karan Gupta,GB23461762313361094416,14633.35,43,Savings,2019-05-13,Delhi
ACC5602,James Mehta,GB37277685760634942904,43939.98,26,CHECKING,2018-09-04,Delhi
ACC5603,Diya Das,INVALID-IBAN-000,3870.4,81,Checking,2016-12-07,Delhi
ACC5604,Ishaan Patel,GB48374441723456538694,22156.08,19,Checking,2019-01-10,Delhi
ACC5605,Sara Reddy,GB62689047238641009538,43657.04,58,CHECKING,2023-04-27,Delhi
ACC5606,Ishaan Nair,GB43599009378146047614,10717.51,82,savings,2018-02-03,Mumbai
ACC5607,Mateo Patel,GB61875646726368154185,40732.06,22,Savings,2016-09-02,Chennai
ACC5608,Priya Johnson,GB10845078604356605033,,72,Checking,2017-05-15,Bengaluru
ACC5609,Noah Chopra,GB30671822266794190878,32175.66,73,savings,2017-06-12,
ACC5610,Liam Patel,GB39634289876055049221,34570.7,25,savings,2022-04-07,
ACC5611,Sophia Nair,GB67066320162907399289,3544.65,90,Checking,2020-07-02,Bengaluru
ACC5612,Sara Smith,GB53371708649426942039,26545.89,48,Savings,2022-07-26,Mumbai
ACC5613,Liam Mehta,GB90145996706921958730,18077.15,85,Checking,2025-10-01,Delhi
ACC5614,Rohan Rao,GB30217816780664315890,4699.29,50,Checking,2025-02-08,
ACC5615,Ananya Gupta,INVALID-IBAN-000,46943.86,23,Savings,2020-05-03,Bengaluru
ACC5616,Neha Smith,GB40703088081726282968,8279.59,55,savings,2024-06-12,
ACC5617,Liam Sharma,GB07288959274116806919,44170.19,67,Savings,2016-12-03,Chennai
ACC5618,Noah Singh,GB80820391702634443596,31325.81,41,savings,2018-09-30,
ACC5619,Priya Sharma,GB04242536909123753028,45428.37,90,CHECKING,2019-07-18,Bengaluru
ACC5620,Rohan Singh,GB70243652405536481875,38833.67,53,Savings,2025-11-20,Mumbai
ACC5621,Noah Rao,GB88215977385466232360,18748.55,77,CHECKING,2018-03-08,
ACC5622,Ananya Smith,GB49722042986226992066,19606.83,76,CHECKING,2016-12-25,Mumbai
ACC5623,Olivia Singh,GB99299833587688777925,,73,Savings,2018-05-18,Bengaluru
ACC5624,Rohan Rao,GB08493153983912260001,14124.44,24,CHECKING,2025-06-06,Chennai
ACC5625,Kabir Nair,GB43049134103897528720,29367.55,87,CHECKING,2022-03-24,Delhi
ACC5626,Noah Mehta,GB24059208235309766919,47135.5,89,CHECKING,2016-05-27,
ACC5627,Sara Patel,GB56820175307966186957,7223.23,55,Savings,2018-06-22,Mumbai
ACC5628,Emma Chopra,GB25313795610077732175,2636.55,71,Savings,2023-07-01,
ACC5629,Ishaan Patel,GB59991938733703424447,13973.86,18,savings,2020-07-13,Chennai
ACC5630,Aarav Das,GB86235107651917085173,48031.19,39,savings,2015-11-18,Delhi
ACC5631,Olivia Singh,GB40918580558115744965,,32,CHECKING,2015-07-12,Chennai
ACC5632,Priya Sharma,GB09304541840398221803,29222.6,68,Checking,2023-08-09,Bengaluru
ACC5633,Rohan Reddy,GB88640788026529516469,9935.65,44,Checking,2018-11-04,Chennai
ACC5634,Kabir Garcia,GB39744088067089870920,48941.92,33,Savings,2021-01-24,Delhi
ACC5635,Rohan Nair,GB26611584858052632119,32637.99,22,savings,2020-02-06,Mumbai
ACC5636,Kabir Sharma,GB97077454470823171461,41055.15,61,Checking,2021-06-19,Delhi
ACC5637,Sophia Chopra,GB62623596053026184025,24051.17,89,CHECKING,2015-01-25,Mumbai
ACC5638,Noah Singh,INVALID-IBAN-000,46370.38,24,CHECKING,2017-08-26,Bengaluru
ACC5639,Noah Singh,GB05028164098910390912,2464.46,48,Savings,2016-08-09,Delhi
ACC5640,Kabir Sharma,GB52375979531926009860,6218.92,77,savings,2025-04-14,Chennai
ACC5641,Emma Gupta,GB49205489445381180818,29559.77,62,savings,2020-12-08,Mumbai
ACC5642,Emma Mehta,GB66229521797056603616,41938.0,57,CHECKING,2015-05-05,Chennai
ACC5643,Aarav Mehta,GB26602351585015301731,20869.6,30,savings,2019-09-30,Bengaluru
ACC5644,Olivia Das,GB52244133954794064531,33840.48,58,CHECKING,2021-07-18,Bengaluru
ACC5645,Liam Das,GB18986646936561833597,12824.08,89,CHECKING,2019-06-10,
ACC5646,Aarav Reddy,GB02377184301922095673,10459.2,36,CHECKING,2017-05-21,Mumbai
ACC5647,Meera Singh,GB02825326769924277392,10803.64,86,savings,2022-04-23,Mumbai
ACC5648,Vivaan Smith,GB20914016933284423471,30034.82,-5,Checking,2024-12-22,
ACC5649,Aarav Chopra,GB51545260756999138310,-309.1,68,savings,2017-10-04,Mumbai
ACC5650,Kabir Johnson,GB62277773316806647070,9970.44,64,Savings,2017-09-02,Chennai
ACC5651,Vivaan Gupta,GB29842410740274067582,,71,Checking,2019-03-01,
ACC5652,Aarav Kumar,GB00363856461497459793,4776.6,45,CHECKING,2023-05-25,
ACC5653,Sara Rao,GB91498609955049326643,5941.73,46,savings,2025-01-06,Chennai
ACC5654,Diya Smith,GB89811594853400127622,45435.76,85,savings,2025-07-13,Chennai
ACC5655,Emma Johnson,GB25678718882237887058,48612.82,55,Savings,2019-05-08,
ACC5656,Vivaan Singh,GB34956479984605867949,38639.74,67,Checking,2024-11-28,
ACC5657,Rohan Sharma,GB72361080926166201655,44993.85,75,CHECKING,2025-08-31,Delhi
ACC5658,Liam Chopra,GB86555751247640006875,25811.49,71,Checking,2018-04-07,Bengaluru
ACC5659,Olivia Nair,GB54512244418997402338,20030.06,86,CHECKING,2015-03-11,
ACC5660,Rohan Gupta,GB01703630944238602050,26798.15,86,Checking,2015-05-05,
ACC5661,James Nair,GB90961979797245284135,19156.65,52,Savings,2018-05-08,Delhi
ACC5662,Vivaan Das,GB67480957394059802602,35719.97,50,savings,2016-08-25,Bengaluru
ACC5663,Rohan Nair,GB89258490734203197774,26395.81,76,savings,2021-11-02,Delhi
ACC5664,Diya Mehta,GB64823088295868419623,32158.49,46,Checking,2025-11-21,Chennai
ACC5665,Aarav Reddy,GB69427674831730662931,18262.29,-5,Savings,2020-04-03,
ACC5666,Arjun Smith,GB26559469890623272371,22240.65,82,Savings,2016-09-12,Mumbai
ACC5667,Rohan Chopra,GB90065487084779541767,15354.99,43,Savings,2024-03-06,
ACC5668,Sara Patel,GB37815915790894589626,41252.1,44,savings,2021-03-04,
ACC5669,Mateo Kumar,GB02076123961219051881,7311.66,90,CHECKING,2024-07-02,Bengaluru
ACC5670,Arjun Smith,GB07066901079237298268,,47,Checking,2018-01-30,
ACC5671,Sophia Mehta,GB70350675789683355707,21834.09,30,Checking,2024-06-02,Mumbai
ACC5672,Diya Gupta,GB05705218799384440458,26638.44,31,Savings,2018-06-29,Bengaluru
ACC5673,Emma Chopra,GB12350368715689109779,22043.64,24,Checking,2017-08-08,Delhi
ACC5674,James Reddy,GB44679403664016329573,37798.32,82,Checking,2024-09-27,Bengaluru
ACC5675,Olivia Chopra,GB29273186830291585423,10945.28,56,Savings,2019-03-20,Delhi
ACC5676,Ananya Reddy,GB48396607344674621595,27010.85,28,CHECKING,2018-01-01,
ACC5677,Diya Kumar,GB05022181698141344760,35114.29,50,Checking,2022-10-13,Chennai
ACC5678,Mateo Mehta,INVALID-IBAN-000,49809.3,34,CHECKING,2018-03-28,Mumbai
ACC5679,Meera Sharma,GB65099621836677196666,47603.6,18,Checking,2018-07-07,Chennai
ACC5680,Rohan Rao,GB02223499801376836759,36888.65,30,CHECKING,2024-09-09,Chennai
ACC5681,Neha Nair,GB44614409233517465642,43361.96,66,Savings,2016-03-26,
ACC5682,Noah Khan,GB26319956955922776414,30196.73,21,Checking,2025-05-26,
ACC5683,Liam Sharma,GB55134448672288390473,47813.45,26,savings,2025-05-17,Delhi
ACC5684,James Singh,GB15749325114978879531,6267.66,19,savings,2015-02-27,
ACC5685,Liam Mehta,GB76618308580018731439,,29,Savings,2017-10-21,Mumbai
ACC5686,Sophia Chopra,GB21078187109685642570,20030.58,88,Savings,2016-08-07,Chennai
ACC5687,Karan Garcia,GB15423060023028655052,7994.08,30,Savings,2018-03-30,Mumbai
ACC5688,Aarav Singh,GB01514599201663382222,13532.71,22,savings,2017-08-08,
ACC5689,Kabir Johnson,GB05620190113484339133,31907.99,64,Checking,2020-10-18,Chennai
ACC5690,Diya Garcia,GB94564523428644976024,28974.32,73,CHECKING,2017-03-02,Delhi
ACC5691,Ishaan Patel,GB95367734985297356152,49862.58,69,savings,2024-02-17,Delhi
ACC5692,Karan Nair,GB62538096641475336952,14071.45,74,savings,2025-05-11,Chennai
ACC5693,Sophia Gupta,GB53896298532436792415,23478.46,38,CHECKING,2024-09-06,Chennai
ACC5694,Meera Khan,GB34685863906168249793,30603.51,87,Savings,2019-08-28,Bengaluru
ACC5695,Olivia Khan,GB81168371030737260720,47120.73,53,CHECKING,2024-02-19,Chennai
ACC5696,Sara Sharma,GB26493121463947625429,49570.5,39,CHECKING,2024-06-12,Delhi
ACC5697,Olivia Singh,GB39172994036948112664,28141.43,29,CHECKING,2020-01-24,Bengaluru
ACC5698,Sophia Khan,GB39101612590163994901,9331.71,47,savings,2025-11-25,Delhi
ACC5699,Meera Chopra,GB67348140984101679301,49695.76,87,Savings,2016-02-29,Chennai
ACC5700,Aarav Mehta,GB91004202886616801990,11945.61,36,Savings,2025-09-15,Mumbai
ACC5701,James Gupta,GB42035316079179138601,15858.24,79,Savings,2024-08-03,Bengaluru
ACC5702,Priya Iyer,GB21940247028814112874,15514.25,80,Savings,2023-08-31,
ACC5703,Meera Kumar,GB85764639138107491619,49937.17,39,Checking,2022-03-12,Mumbai
ACC5704,Diya Reddy,GB01315350696261684552,49916.19,40,CHECKING,2023-04-18,Delhi
ACC5705,Ananya Sharma,GB54717989948856694899,10655.74,25,Savings,2019-02-21,Bengaluru
ACC5706,Karan Gupta,GB56355842271726625650,12579.02,19,CHECKING,2015-04-03,Bengaluru
ACC5707,Ananya Mehta,GB41306862408710066890,33451.95,30,CHECKING,2016-07-09,
ACC5708,Kabir Sharma,GB23811522328222824084,23287.64,37,Checking,2019-01-06,
ACC5709,Karan Mehta,INVALID-IBAN-000,13282.44,22,savings,2020-01-27,
ACC5710,Diya Khan,GB11350535722892064157,,23,CHECKING,2020-11-17,Mumbai
ACC5711,Aarav Smith,GB01041945341952814478,20204.52,76,savings,2023-03-21,Mumbai
ACC5712,Sara Patel,GB88930635780378912139,36131.96,74,savings,2025-06-11,Mumbai
ACC5713,Noah Sharma,GB58557599408429069690,34318.26,63,Checking,2020-10-30,
ACC5714,Sara Kumar,INVALID-IBAN-000,2867.22,24,CHECKING,2018-09-20,Chennai
ACC5715,Mateo Khan,GB45701652761368149802,17564.57,20,savings,2017-03-07,Chennai
ACC5716,Noah Johnson,GB64447725084232423480,38223.01,53,Savings,2020-02-05,Mumbai
ACC5717,Emma Iyer,GB53691585574906279602,13516.3,65,CHECKING,2015-09-09,Mumbai
ACC5718,Meera Khan,GB95945231582863040296,19311.65,29,CHECKING,2016-10-08,Bengaluru
ACC5719,Priya Mehta,GB92204167821539266937,42851.11,18,CHECKING,2017-06-25,Mumbai
ACC5720,Olivia Patel,GB13928048502206190193,31970.84,45,savings,2021-12-10,Mumbai
ACC5721,Priya Chopra,GB00002956162256471855,48476.29,57,Savings,2023-02-26,Chennai
ACC5722,Karan Smith,GB45323167781456474370,39009.75,33,savings,2025-08-06,Delhi
ACC5723,Meera Iyer,GB77666505276120928157,27145.72,70,Savings,2023-12-10,
ACC5724,Vivaan Smith,GB11678706763532237185,29081.57,27,Checking,2019-03-31,
ACC5725,Emma Reddy,GB71142943000375398923,35003.47,27,Checking,2016-08-09,Delhi
ACC5726,Sophia Reddy,GB86693278417837659153,45927.17,35,Savings,2016-01-22,Bengaluru
ACC5727,James Sharma,GB52664267351272455337,47484.2,64,CHECKING,2018-07-10,Chennai
ACC5728,Neha Chopra,GB48784962249451046250,47907.98,34,CHECKING,2018-09-01,Chennai
ACC5729,Sara Gupta,GB20627672935097934421,6115.02,32,savings,2019-11-26,Delhi
ACC5730,Aarav Johnson,GB34778045797251840703,11124.0,85,Checking,2016-01-19,Delhi
ACC5731,Mateo Smith,GB37209451676706363286,9623.29,32,Savings,2016-07-20,Mumbai
ACC5732,Aarav Patel,GB84842648333679608289,19976.32,28,Checking,2019-04-11,Bengaluru
ACC5733,Liam Rao,GB46920856490132495193,,18,Savings,2016-03-19,Delhi
ACC5734,Emma Singh,GB58080388904410404315,19986.18,83,savings,2015-11-07,Mumbai
ACC5735,Liam Garcia,GB14837475580309016856,13732.53,-5,CHECKING,2024-06-05,Chennai
ACC5736,Sara Rao,INVALID-IBAN-000,,22,Checking,2024-12-18,Chennai
ACC5737,Diya Singh,GB88371611586686119976,21646.31,84,Checking,2022-06-12,Mumbai
ACC5738,Ishaan Kumar,GB05058353458195657285,11969.14,48,Checking,2021-06-27,
ACC5739,Arjun Johnson,GB66217758015846687930,40646.76,43,Savings,2016-09-13,
ACC5740,Liam Garcia,GB72766983451502528546,4878.01,48,Savings,2024-01-06,
ACC5741,Mateo Garcia,GB08972073827777118425,5977.72,79,CHECKING,2017-03-23,Bengaluru
ACC5742,Neha Patel,INVALID-IBAN-000,45323.7,36,Savings,2015-07-16,Mumbai
ACC5743,James Smith,GB47305777196199716596,17168.28,69,CHECKING,2023-08-19,Chennai
ACC5744,Sophia Mehta,INVALID-IBAN-000,30274.7,66,Checking,2017-03-08,Delhi
ACC5745,James Sharma,INVALID-IBAN-000,35526.7,37,Checking,2025-07-01,Delhi
ACC5746,Kabir Singh,GB53793221914390705473,20777.34,32,savings,2020-07-11,
ACC5747,Diya Nair,GB50101626008026589347,45441.62,76,Checking,2017-06-22,Delhi
ACC5748,Emma Garcia,GB19214967914638664320,,29,CHECKING,2022-10-08,Mumbai
ACC5749,Sophia Kumar,GB82468549272400020860,3861.22,66,Savings,2018-08-02,Bengaluru
ACC5750,Karan Sharma,GB54327163033563693010,2371.65,22,Savings,2020-11-25,
ACC5751,Karan Khan,GB78104802835415892909,36849.55,24,savings,2022-12-02,Mumbai
ACC5752,Mateo Kumar,GB36628081226815947470,43526.65,46,Savings,2024-04-15,Bengaluru
ACC5753,Vivaan Reddy,GB33096739798421891426,30123.41,78,CHECKING,2023-03-24,Delhi
ACC5754,Aarav Iyer,GB76718776288363688501,36299.84,68,Checking,2020-02-27,Chennai
ACC5755,Ishaan Johnson,GB66788093761652289890,22921.88,48,savings,2021-05-05,
ACC5756,Diya Smith,GB97772659764083858050,46176.02,55,Savings,2023-09-03,Chennai
ACC5757,Diya Singh,GB89391295651887114860,2332.16,64,Savings,2015-01-18,
ACC5758,Ishaan Rao,GB28787570302930112501,32009.17,68,Savings,2020-07-13,Delhi
ACC5759,Ishaan Sharma,GB95222336931806200730,46991.22,51,Checking,2025-02-22,Chennai
ACC5760,Sophia Smith,GB97537405714469567406,26908.88,81,Checking,2019-01-22,Delhi
ACC5761,James Reddy,GB51466886583483483586,31314.04,71,CHECKING,2017-06-03,Chennai
ACC5762,Noah Mehta,GB32077587089432698344,11814.68,73,savings,2024-09-19,
ACC5763,Vivaan Reddy,INVALID-IBAN-000,36065.02,57,savings,2023-12-20,Bengaluru
ACC5764,Olivia Patel,GB84672007342939077372,42149.09,58,savings,2022-02-13,Delhi
ACC5765,Aarav Khan,GB01625851502045028143,16842.59,26,Checking,2025-03-11,Chennai
ACC5766,Neha Rao,GB33795311123590426527,40764.31,37,CHECKING,2024-06-04,Chennai
ACC5767,Ishaan Reddy,GB08573838554514609193,15871.04,28,CHECKING,2022-06-19,Delhi
ACC5768,Olivia Reddy,GB37062728167337461215,41437.99,65,CHECKING,2023-01-24,Mumbai
ACC5769,Sophia Rao,GB26084818762099069319,41529.03,48,Savings,2023-11-11,Mumbai
ACC5770,Neha Gupta,GB67045059982267312343,41303.13,85,Savings,2018-06-17,
ACC5771,Olivia Nair,GB20259364502823134275,38238.99,74,CHECKING,2020-03-26,Mumbai
ACC5772,Neha Nair,GB54904431834369531029,23932.35,33,Savings,2018-08-06,Bengaluru
ACC5773,Sophia Smith,GB17926517328162910873,40914.9,37,Checking,2016-02-06,
ACC5774,Sara Khan,GB15737671052987707459,36894.5,28,savings,2024-09-06,Mumbai
ACC5775,Vivaan Rao,GB00202683878903450295,24901.45,75,CHECKING,2015-07-13,Mumbai
ACC5776,Vivaan Rao,INVALID-IBAN-000,38933.99,44,savings,2019-07-30,Chennai
ACC5777,Olivia Mehta,GB82368810138272105133,13681.27,25,Savings,2021-02-12,Delhi
ACC5778,Ishaan Smith,INVALID-IBAN-000,11368.58,88,Checking,2019-01-21,Mumbai
ACC5779,Ishaan Patel,GB31681636038917369078,29421.8,57,CHECKING,2019-10-21,Chennai
ACC5780,Ishaan Patel,INVALID-IBAN-000,,28,savings,2022-11-02,Bengaluru
ACC5781,Vivaan Chopra,GB71634850895123708511,44048.7,28,savings,2023-12-15,Delhi
ACC5782,Olivia Rao,GB69729655619276713771,34248.98,82,CHECKING,2023-05-31,Mumbai
ACC5783,Sophia Khan,GB61266783055737138874,41069.8,23,Checking,2023-03-07,Mumbai
ACC5784,Meera Mehta,GB14466276330411761421,18416.96,55,Checking,2016-04-06,
ACC5785,Noah Kumar,GB64704656896987036883,-349.01,53,Checking,2020-06-15,
ACC5786,Rohan Singh,GB15922912706593410406,37012.75,36,Savings,2015-12-02,
ACC5787,Mateo Johnson,GB24718301817960757898,32636.53,79,savings,2021-07-10,
ACC5788,Mateo Patel,GB21711486565818981061,24372.06,58,CHECKING,2024-08-29,Mumbai
ACC5789,Diya Kumar,GB12975572616949637881,3978.34,45,Savings,2019-05-25,
ACC5790,Ishaan Patel,GB30716753216336131798,16135.86,22,Savings,2018-06-25,
ACC5791,Vivaan Khan,GB29545858356399812743,29989.71,37,Checking,2025-03-19,Delhi
ACC5792,Liam Iyer,GB41925814762123601863,28358.14,51,savings,2017-11-23,Bengaluru
ACC5793,Meera Rao,GB15630930796859096459,26688.16,35,savings,2025-04-04,Bengaluru
ACC5794,Sara Johnson,GB77351668113397367072,5611.71,46,savings,2025-12-06,Bengaluru
ACC5795,Ishaan Mehta,GB22419830632365401814,14154.56,39,savings,2023-07-14,
ACC5796,James Smith,GB02435094765118615640,30440.77,54,Savings,2018-06-19,Chennai
ACC5797,Olivia Garcia,GB91370542451908261103,15574.46,58,savings,2017-01-12,
ACC5798,Karan Johnson,INVALID-IBAN-000,,48,CHECKING,2019-04-15,Chennai
ACC5799,Sophia Kumar,GB29533861941183909342,13662.36,37,savings,2015-01-10,Chennai
ACC5800,Sophia Johnson,GB34633488933437518669,12347.29,22,CHECKING,2023-09-14,Delhi
ACC5801,Emma Johnson,GB82692855074350952889,,52,CHECKING,2024-06-17,Bengaluru
ACC5802,Rohan Kumar,GB96453591765047188300,37982.12,61,savings,2016-07-12,
ACC5803,Arjun Das,GB44966866798994706170,43545.22,73,Savings,2015-12-15,Delhi
ACC5804,Neha Das,GB10384715675665051886,47155.98,30,CHECKING,2020-07-05,Delhi
ACC5805,James Johnson,GB35969850450566937540,6353.58,51,Checking,2023-12-02,
ACC5806,Sophia Nair,GB89257140250385762648,49632.18,27,CHECKING,2023-07-13,Mumbai
ACC5807,Arjun Mehta,GB68063585301012789695,3744.99,44,Savings,2023-07-07,Delhi
ACC5808,Arjun Reddy,GB77586703656203634443,31257.84,51,CHECKING,2020-09-14,
ACC5809,Noah Khan,GB81233576170731744577,44250.17,40,CHECKING,2024-12-25,Mumbai
ACC5810,Noah Khan,GB78508989774759443485,6486.03,63,Checking,2020-01-02,Chennai
ACC5811,James Sharma,GB37676874042076751497,17211.98,56,Savings,2015-11-08,Delhi
ACC5812,Priya Garcia,GB30990009406565823445,11830.39,60,CHECKING,2019-02-05,Mumbai
ACC5813,Liam Johnson,GB26600047091103495611,29800.36,82,CHECKING,2024-05-07,Delhi
ACC5814,Ananya Nair,GB58374661447761868704,35887.63,70,CHECKING,2022-07-12,Chennai
ACC5815,Sara Smith,GB05256599508914233029,35070.77,81,CHECKING,2025-03-09,Delhi
ACC5816,Aarav Gupta,GB73986221405131866047,15030.18,49,Checking,2021-03-10,
ACC5817,Ananya Rao,GB85247442035944102387,32079.56,63,Savings,2021-01-09,Chennai
ACC5818,Sophia Mehta,GB77413135183025853465,26492.84,28,savings,2017-05-10,
ACC5819,Arjun Reddy,GB17895599098412865581,18527.88,62,Checking,2017-05-31,
ACC5820,Meera Iyer,GB48918003814634292421,34301.44,65,CHECKING,2023-05-08,Mumbai
ACC5821,Vivaan Iyer,GB85273411461331555301,15696.75,22,Checking,2015-08-30,Delhi
ACC5822,Emma Sharma,GB81109659845576634541,39045.82,41,Savings,2016-08-02,Chennai
ACC5823,Neha Rao,GB06419106166910082242,39903.12,33,CHECKING,2021-01-02,Mumbai
ACC5824,Sophia Smith,GB17562699620834791005,28219.5,35,savings,2020-07-09,Mumbai
ACC5825,Kabir Das,INVALID-IBAN-000,9662.46,36,Savings,2015-07-10,Chennai
ACC5826,James Gupta,GB24387129514520580286,304.75,66,Savings,2018-03-25,
ACC5827,Aarav Johnson,GB24065474769509041898,16189.34,68,savings,2017-04-16,Bengaluru
ACC5828,Diya Singh,GB56238878887656993136,32779.6,24,CHECKING,2022-04-04,Mumbai
ACC5829,Kabir Sharma,GB13860479471990380351,37876.36,50,savings,2023-03-09,Mumbai
ACC5830,Sara Johnson,GB94419147905347283951,47844.29,70,CHECKING,2017-05-30,Bengaluru
ACC5831,Karan Gupta,GB26708488686562925822,26039.63,39,Savings,2023-07-11,Bengaluru
ACC5832,Arjun Garcia,GB53068856846767809645,39986.36,46,CHECKING,2025-12-01,Delhi
ACC5833,James Gupta,GB75213531755592897487,48251.08,-5,Savings,2022-11-30,Delhi
ACC5834,Arjun Singh,GB26751199764534965515,38821.81,73,savings,2024-12-11,Bengaluru
ACC5835,Neha Singh,GB96300935820163015972,,53,Checking,2016-06-01,
ACC5836,James Garcia,GB92766809846018040334,27454.21,27,savings,2024-10-05,Mumbai
ACC5837,Mateo Khan,GB86671554460539260967,42717.5,69,Checking,2020-07-23,Mumbai
ACC5838,Vivaan Gupta,GB64991192856728502155,35994.07,45,Checking,2024-08-27,Bengaluru
ACC5839,Priya Das,GB58212626439567844607,27839.52,20,CHECKING,2024-04-23,Delhi
ACC5840,Ananya Iyer,GB17755129441492531649,26845.63,84,Checking,2020-10-20,Delhi
ACC5841,Karan Chopra,GB76565907055494343687,32690.76,31,savings,2024-08-22,Chennai
ACC5842,Karan Johnson,GB09490763415359771001,5715.0,60,savings,2020-03-08,Chennai
ACC5843,Rohan Mehta,GB43148722557856413547,15105.54,68,savings,2024-10-26,Delhi
ACC5844,Mateo Garcia,GB52328555809579475816,19823.82,37,savings,2022-01-16,Bengaluru
ACC5845,Meera Kumar,GB34704071469714797341,27576.54,58,savings,2015-06-20,
ACC5846,Meera Chopra,GB56017039610175900170,46975.92,76,savings,2021-06-11,Bengaluru
ACC5847,Priya Kumar,GB28551621593896763536,24083.76,48,savings,2024-11-10,Delhi
ACC5848,Arjun Kumar,INVALID-IBAN-000,2418.54,34,Checking,2020-12-27,
ACC5849,Meera Rao,GB33513901430974274936,19962.02,46,savings,2020-05-19,
ACC5850,Sophia Das,GB14803007356582608252,47403.47,71,Checking,2025-01-21,Chennai
ACC5851,Karan Rao,GB12886691122321425261,46125.28,80,Checking,2024-06-14,Delhi
ACC5852,Neha Mehta,GB57446532554411818513,18793.35,75,Checking,2020-09-24,Bengaluru
ACC5853,Liam Smith,GB88193768418471462201,12682.29,84,Checking,2017-03-23,Mumbai
ACC5854,Liam Rao,GB11272836030876477090,49564.92,79,CHECKING,2016-03-20,
ACC5855,Rohan Das,GB95076716217204888680,,31,CHECKING,2024-02-16,
ACC5856,Rohan Patel,GB26456496741991605390,19038.64,50,Savings,2025-10-28,
ACC5857,Priya Sharma,GB25197018158913682967,47701.48,77,savings,2016-12-18,Bengaluru
ACC5858,Liam Khan,GB36252602216908875480,,47,Checking,2023-08-31,Delhi
ACC5859,Sara Khan,GB43910657351745469351,812.91,38,Savings,2018-05-31,Bengaluru
ACC5860,Ananya Smith,GB33195589799035971771,,21,Checking,2015-05-14,Delhi
ACC5861,Sophia Das,GB94124605164838953376,27710.09,32,CHECKING,2023-07-27,Chennai
ACC5862,Mateo Das,GB60064345973173033249,39457.88,75,savings,2025-03-26,Chennai
ACC5863,James Gupta,GB04848094731815605427,2098.95,64,savings,2024-01-02,Chennai
ACC5864,Sophia Iyer,GB07976475456572897226,33997.74,44,savings,2020-09-07,Delhi
ACC5865,James Sharma,GB90984685606699261382,46540.14,88,CHECKING,2015-05-19,
ACC5866,Mateo Das,GB79570399626377927110,47290.8,48,savings,2016-05-19,Mumbai
ACC5867,Sara Kumar,GB06824323330239934460,,21,CHECKING,2021-05-07,Delhi
ACC5868,Rohan Sharma,GB52357865294128537006,43005.04,51,savings,2020-12-15,
ACC5869,Liam Mehta,GB53119804255428053764,48516.46,64,savings,2023-12-24,Bengaluru
ACC5870,Priya Kumar,GB78602039221317019586,48205.13,44,Checking,2021-01-20,Chennai
ACC5871,Karan Chopra,GB87314249562917964416,-78.73,42,Checking,2021-01-28,
ACC5872,Arjun Sharma,GB05102874512022017545,47329.33,26,CHECKING,2018-02-02,
ACC5873,Priya Smith,GB10466275015269744203,43319.92,68,Savings,2020-05-25,
ACC5874,Liam Mehta,GB33095872383680601457,,37,Checking,2016-07-05,Chennai
ACC5875,Priya Nair,GB85819701501967972092,17195.08,34,Savings,2016-05-03,
ACC5876,Kabir Reddy,GB32970493795829158551,3404.93,45,CHECKING,2015-12-08,Delhi
ACC5877,Neha Johnson,GB75741424873962625918,46246.65,48,Savings,2016-12-29,Delhi
ACC5878,Karan Chopra,GB36772443435497872965,23565.92,61,CHECKING,2023-06-10,Delhi
ACC5879,Rohan Patel,GB99034804247960009409,2823.68,63,CHECKING,2017-07-23,Chennai
ACC5880,Sophia Smith,GB26622549203693091401,,36,CHECKING,2017-09-17,Bengaluru
ACC5881,Diya Das,GB26414756900184293359,26138.15,52,CHECKING,2023-12-26,Delhi
ACC5882,Ishaan Johnson,GB35966771539022624736,15884.59,23,Checking,2016-08-09,
ACC5883,Karan Sharma,GB06476144278735540423,5809.52,81,Checking,2023-02-13,Bengaluru
ACC5884,Sophia Das,GB49393439690453925287,27675.76,46,savings,2020-02-14,Mumbai
ACC5885,Rohan Iyer,GB30734533023641224740,31493.82,86,savings,2017-02-20,Chennai
ACC5886,Ishaan Patel,GB50516023251071555870,,52,Savings,2018-01-24,Mumbai
ACC5887,Kabir Mehta,GB64119925512538078191,42146.27,62,Savings,2018-12-01,Mumbai
ACC5888,Emma Rao,GB19715755716632824630,41914.73,73,Savings,2023-05-10,Chennai
ACC5889,Kabir Nair,GB85635200761504205986,24799.23,63,CHECKING,2021-09-05,Chennai
ACC5890,Mateo Nair,GB36080901014610392788,24792.25,30,Checking,2015-06-06,Delhi
ACC5891,Noah Iyer,GB38816878518569050965,49659.68,89,Checking,2019-04-07,Chennai
